,resampling,test,metric,value
141,38,23,err_ens,0.008921330089213302
142,38,23,fnr_ens,0.0
143,38,23,fpr_ens,0.04417670682730924
144,38,24,err_bin,0.04866180048661801
145,38,24,fnr_bin,0.0
146,38,24,fpr_bin,0.24096385542168675
147,38,24,err_ens,0.0056772100567721
148,38,24,fnr_ens,0.0
149,38,24,fpr_ens,0.028112449799196786
150,38,25,err_bin,0.04460665044606651
151,38,25,fnr_bin,0.0
152,38,25,fpr_bin,0.22088353413654618
153,38,25,err_ens,0.008921330089213302
154,38,25,fnr_ens,0.0
155,38,25,fpr_ens,0.04417670682730924
156,38,26,err_bin,0.031630170316301706
157,38,26,fnr_bin,0.0
158,38,26,fpr_bin,0.1566265060240964
159,38,26,err_ens,0.0024330900243309003
160,38,26,fnr_ens,0.0
161,38,26,fpr_ens,0.012048192771084338
162,38,27,err_bin,0.0494728304947283
163,38,27,fnr_bin,0.0
164,38,27,fpr_bin,0.24497991967871485
165,38,27,err_ens,0.0040551500405515
166,38,27,fnr_ens,0.0
167,38,27,fpr_ens,0.020080321285140562
168,38,28,err_bin,0.0494728304947283
169,38,28,fnr_bin,0.0
170,38,28,fpr_bin,0.24497991967871485
171,38,28,err_ens,0.012165450121654502
172,38,28,fnr_ens,0.0
173,38,28,fpr_ens,0.060240963855421686
174,38,29,err_bin,0.05190592051905921
175,38,29,fnr_bin,0.0
176,38,29,fpr_bin,0.2570281124497992
177,38,29,err_ens,0.0040551500405515
178,38,29,fnr_ens,0.0
179,38,29,fpr_ens,0.020080321285140562
180,38,30,err_bin,0.0373073803730738
181,38,30,fnr_bin,0.0
182,38,30,fpr_bin,0.18473895582329317
183,38,30,err_ens,0.0032441200324412004
184,38,30,fnr_ens,0.0
185,38,30,fpr_ens,0.01606425702811245
186,38,31,err_bin,0.0454176804541768
187,38,31,fnr_bin,0.0
188,38,31,fpr_bin,0.2248995983935743
189,38,31,err_ens,0.0056772100567721
190,38,31,fnr_ens,0.0
191,38,31,fpr_ens,0.028112449799196786
192,38,32,err_bin,0.038118410381184104
193,38,32,fnr_bin,0.0
194,38,32,fpr_bin,0.18875502008032127
195,38,32,err_ens,0.0040551500405515
196,38,32,fnr_ens,0.0
197,38,32,fpr_ens,0.020080321285140562
198,38,33,err_bin,0.062449310624493104
199,38,33,fnr_bin,0.0
200,38,33,fpr_bin,0.3092369477911647
201,38,33,err_ens,0.0032441200324412004
202,38,33,fnr_ens,0.0
203,38,33,fpr_ens,0.01606425702811245
204,38,34,err_bin,0.042173560421735604
205,38,34,fnr_bin,0.0
206,38,34,fpr_bin,0.20883534136546184
207,38,34,err_ens,0.0056772100567721
208,38,34,fnr_ens,0.0
209,38,34,fpr_ens,0.028112449799196786
210,38,35,err_bin,0.06001622060016221
211,38,35,fnr_bin,0.0
212,38,35,fpr_bin,0.2971887550200803
213,38,35,err_ens,0.004866180048661801
214,38,35,fnr_ens,0.0
215,38,35,fpr_ens,0.024096385542168676
216,38,36,err_bin,0.028386050283860504
217,38,36,fnr_bin,0.0
218,38,36,fpr_bin,0.14056224899598393
219,38,36,err_ens,0.006488240064882401
220,38,36,fnr_ens,0.0
221,38,36,fpr_ens,0.0321285140562249
222,38,37,err_bin,0.04866180048661801
223,38,37,fnr_bin,0.0
224,38,37,fpr_bin,0.24096385542168675
225,38,37,err_ens,0.0032441200324412004
226,38,37,fnr_ens,0.0
227,38,37,fpr_ens,0.01606425702811245
228,38,38,err_bin,0.0535279805352798
229,38,38,fnr_bin,0.0
230,38,38,fpr_bin,0.26506024096385544
231,38,38,err_ens,0.0056772100567721
232,38,38,fnr_ens,0.0
233,38,38,fpr_ens,0.028112449799196786
234,38,39,err_bin,0.042984590429845905
235,38,39,fnr_bin,0.0
236,38,39,fpr_bin,0.21285140562248997
237,38,39,err_ens,0.0032441200324412004
238,38,39,fnr_ens,0.0
239,38,39,fpr_ens,0.01606425702811245
240,38,40,err_bin,0.0413625304136253
241,38,40,fnr_bin,0.0
242,38,40,fpr_bin,0.20481927710843373
243,38,40,err_ens,0.0040551500405515
244,38,40,fnr_ens,0.0
245,38,40,fpr_ens,0.020080321285140562
246,38,41,err_bin,0.047039740470397405
247,38,41,fnr_bin,0.0
248,38,41,fpr_bin,0.23293172690763053
249,38,41,err_ens,0.0032441200324412004
250,38,41,fnr_ens,0.0
251,38,41,fpr_ens,0.01606425702811245
252,38,42,err_bin,0.05596107055961071
253,38,42,fnr_bin,0.0
254,38,42,fpr_bin,0.27710843373493976
255,38,42,err_ens,0.0024330900243309003
256,38,42,fnr_ens,0.0
257,38,42,fpr_ens,0.012048192771084338
258,38,43,err_bin,0.0373073803730738
259,38,43,fnr_bin,0.0
260,38,43,fpr_bin,0.18473895582329317
261,38,43,err_ens,0.0024330900243309003
262,38,43,fnr_ens,0.0
263,38,43,fpr_ens,0.012048192771084338
264,38,44,err_bin,0.039740470397404706
265,38,44,fnr_bin,0.0
266,38,44,fpr_bin,0.19678714859437751
267,38,44,err_ens,0.0040551500405515
268,38,44,fnr_ens,0.0
269,38,44,fpr_ens,0.020080321285140562
270,38,45,err_bin,0.047850770478507706
271,38,45,fnr_bin,0.0
272,38,45,fpr_bin,0.23694779116465864
273,38,45,err_ens,0.006488240064882401
274,38,45,fnr_ens,0.0
275,38,45,fpr_ens,0.0321285140562249
276,38,46,err_bin,0.050283860502838604
277,38,46,fnr_bin,0.0
278,38,46,fpr_bin,0.24899598393574296
279,38,46,err_ens,0.0072992700729927005
280,38,46,fnr_ens,0.0
281,38,46,fpr_ens,0.03614457831325301
282,38,47,err_bin,0.035685320356853206
283,38,47,fnr_bin,0.0
284,38,47,fpr_bin,0.17670682730923695
285,38,47,err_ens,0.0016220600162206002
286,38,47,fnr_ens,0.0
287,38,47,fpr_ens,0.008032128514056224
288,38,48,err_bin,0.0332522303325223
289,38,48,fnr_bin,0.0
290,38,48,fpr_bin,0.1646586345381526
291,38,48,err_ens,0.0032441200324412004
292,38,48,fnr_ens,0.0
293,38,48,fpr_ens,0.01606425702811245
294,38,49,err_bin,0.064882400648824
295,38,49,fnr_bin,0.0
296,38,49,fpr_bin,0.321285140562249
297,38,49,err_ens,0.004866180048661801
298,38,49,fnr_ens,0.0
299,38,49,fpr_ens,0.024096385542168676
