,resampling,test,metric,value
479,41,39,fpr_ens,0.024096385542168676
480,38,40,err_bin,0.0454176804541768
481,38,40,fnr_bin,0.0
482,38,40,fpr_bin,0.2248995983935743
483,38,40,err_ens,0.0186536901865369
484,38,40,fnr_ens,0.0
485,38,40,fpr_ens,0.09236947791164658
486,41,40,err_bin,0.0494728304947283
487,41,40,fnr_bin,0.0
488,41,40,fpr_bin,0.24497991967871485
489,41,40,err_ens,0.010543390105433901
490,41,40,fnr_ens,0.0
491,41,40,fpr_ens,0.05220883534136546
492,38,41,err_bin,0.046228710462287104
493,38,41,fnr_bin,0.0
494,38,41,fpr_bin,0.2289156626506024
495,38,41,err_ens,0.013787510137875101
496,38,41,fnr_ens,0.0010162601626016261
497,38,41,fpr_ens,0.0642570281124498
498,41,41,err_bin,0.0575831305758313
499,41,41,fnr_bin,0.0
500,41,41,fpr_bin,0.285140562248996
501,41,41,err_ens,0.014598540145985401
502,41,41,fnr_ens,0.0
503,41,41,fpr_ens,0.07228915662650602
504,38,42,err_bin,0.0332522303325223
505,38,42,fnr_bin,0.0010162601626016261
506,38,42,fpr_bin,0.1606425702811245
507,38,42,err_ens,0.012165450121654502
508,38,42,fnr_ens,0.0020325203252032522
509,38,42,fpr_ens,0.05220883534136546
510,41,42,err_bin,0.05596107055961071
511,41,42,fnr_bin,0.0
512,41,42,fpr_bin,0.27710843373493976
513,41,42,err_ens,0.012976480129764802
514,41,42,fnr_ens,0.0
515,41,42,fpr_ens,0.0642570281124498
516,38,43,err_bin,0.05190592051905921
517,38,43,fnr_bin,0.0
518,38,43,fpr_bin,0.2570281124497992
519,38,43,err_ens,0.0170316301703163
520,38,43,fnr_ens,0.0010162601626016261
521,38,43,fpr_ens,0.08032128514056225
522,41,43,err_bin,0.05596107055961071
523,41,43,fnr_bin,0.0
524,41,43,fpr_bin,0.27710843373493976
525,41,43,err_ens,0.009732360097323601
526,41,43,fnr_ens,0.0
527,41,43,fpr_ens,0.04819277108433735
528,38,44,err_bin,0.038118410381184104
529,38,44,fnr_bin,0.0
530,38,44,fpr_bin,0.18875502008032127
531,38,44,err_ens,0.013787510137875101
532,38,44,fnr_ens,0.0
533,38,44,fpr_ens,0.06827309236947791
534,41,44,err_bin,0.0454176804541768
535,41,44,fnr_bin,0.0
536,41,44,fpr_bin,0.2248995983935743
537,41,44,err_ens,0.0202757502027575
538,41,44,fnr_ens,0.0
539,41,44,fpr_ens,0.10040160642570281
540,38,45,err_bin,0.046228710462287104
541,38,45,fnr_bin,0.0
542,38,45,fpr_bin,0.2289156626506024
543,38,45,err_ens,0.014598540145985401
544,38,45,fnr_ens,0.0
545,38,45,fpr_ens,0.07228915662650602
546,41,45,err_bin,0.0454176804541768
547,41,45,fnr_bin,0.0
548,41,45,fpr_bin,0.2248995983935743
549,41,45,err_ens,0.0170316301703163
550,41,45,fnr_ens,0.0
551,41,45,fpr_ens,0.08433734939759036
552,38,46,err_bin,0.047039740470397405
553,38,46,fnr_bin,0.0
554,38,46,fpr_bin,0.23293172690763053
555,38,46,err_ens,0.014598540145985401
556,38,46,fnr_ens,0.0
557,38,46,fpr_ens,0.07228915662650602
558,41,46,err_bin,0.0665044606650446
559,41,46,fnr_bin,0.0
560,41,46,fpr_bin,0.3293172690763052
561,41,46,err_ens,0.019464720194647202
562,41,46,fnr_ens,0.0
563,41,46,fpr_ens,0.0963855421686747
564,38,47,err_bin,0.042173560421735604
565,38,47,fnr_bin,0.0
566,38,47,fpr_bin,0.20883534136546184
567,38,47,err_ens,0.013787510137875101
568,38,47,fnr_ens,0.0
569,38,47,fpr_ens,0.06827309236947791
570,41,47,err_bin,0.07218167072181671
571,41,47,fnr_bin,0.0
572,41,47,fpr_bin,0.357429718875502
573,41,47,err_ens,0.012165450121654502
574,41,47,fnr_ens,0.0
575,41,47,fpr_ens,0.060240963855421686
576,38,48,err_bin,0.062449310624493104
577,38,48,fnr_bin,0.0
578,38,48,fpr_bin,0.3092369477911647
579,38,48,err_ens,0.021086780210867802
580,38,48,fnr_ens,0.0
581,38,48,fpr_ens,0.10441767068273092
582,41,48,err_bin,0.06001622060016221
583,41,48,fnr_bin,0.0
584,41,48,fpr_bin,0.2971887550200803
585,41,48,err_ens,0.012976480129764802
586,41,48,fnr_ens,0.0
587,41,48,fpr_ens,0.0642570281124498
588,38,49,err_bin,0.047850770478507706
589,38,49,fnr_bin,0.0
590,38,49,fpr_bin,0.23694779116465864
591,38,49,err_ens,0.0170316301703163
592,38,49,fnr_ens,0.0
593,38,49,fpr_ens,0.08433734939759036
594,41,49,err_bin,0.06082725060827251
595,41,49,fnr_bin,0.0
596,41,49,fpr_bin,0.30120481927710846
597,41,49,err_ens,0.0113544201135442
598,41,49,fnr_ens,0.0
599,41,49,fpr_ens,0.05622489959839357
