mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_dtc__criterion,param_dtc__max_depth,param_featuriser__windows,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.33054914474487307,0.039262610398960666,0.056018733978271486,0.006614702048989357,gini,3,1,"{'dtc__criterion': 'gini', 'dtc__max_depth': 3, 'featuriser__windows': 1}",0.932987012987013,0.9288311688311688,0.9334719334719335,0.933991683991684,0.9293139293139293,0.9317191457191457,0.0021895049201504113,36
0.4917569160461426,0.06320570686060657,0.06496353149414062,0.0034966969652281197,gini,3,2,"{'dtc__criterion': 'gini', 'dtc__max_depth': 3, 'featuriser__windows': 2}",0.9698701298701299,0.9724675324675325,0.9724532224532224,0.9688149688149689,0.9698544698544699,0.9706920646920647,0.0014936260158885308,28
0.5731684684753418,0.04446374857423967,0.0689812183380127,0.01743622213260367,gini,3,3,"{'dtc__criterion': 'gini', 'dtc__max_depth': 3, 'featuriser__windows': 3}",0.9797402597402597,0.9828571428571429,0.9833679833679834,0.9734927234927235,0.9771309771309772,0.9793178173178173,0.003683018218294433,20
0.6652583599090576,0.03283302080653713,0.05253620147705078,0.007348668280024619,gini,3,4,"{'dtc__criterion': 'gini', 'dtc__max_depth': 3, 'featuriser__windows': 4}",0.9797402597402597,0.9714285714285714,0.9760914760914761,0.9734927234927235,0.9776507276507277,0.9756807516807517,0.0029461028426616687,25
0.7158023834228515,0.08533700445164513,0.0909803867340088,0.02205864719352447,gini,3,5,"{'dtc__criterion': 'gini', 'dtc__max_depth': 3, 'featuriser__windows': 5}",0.9854545454545455,0.9849350649350649,0.9838877338877339,0.9823284823284824,0.9844074844074844,0.9842026622026623,0.0010730617520617672,12
0.8461965084075928,0.04448962367667051,0.08439869880676269,0.016327166847932208,gini,3,6,"{'dtc__criterion': 'gini', 'dtc__max_depth': 3, 'featuriser__windows': 6}",0.9901298701298701,0.9896103896103896,0.989085239085239,0.9875259875259875,0.9911642411642412,0.9895031455031453,0.0012039371488877116,7
0.33021159172058107,0.024757512047722887,0.05571131706237793,0.014234902130765807,gini,4,1,"{'dtc__criterion': 'gini', 'dtc__max_depth': 4, 'featuriser__windows': 1}",0.9324675324675324,0.9335064935064935,0.9376299376299376,0.9308731808731808,0.9308731808731808,0.9330700650700651,0.002489921823212779,34
0.44805140495300294,0.019706231086617926,0.07779884338378906,0.008676171902109482,gini,4,2,"{'dtc__criterion': 'gini', 'dtc__max_depth': 4, 'featuriser__windows': 2}",0.9755844155844156,0.9766233766233766,0.9771309771309772,0.9708939708939709,0.9771309771309772,0.9754727434727435,0.0023580103208671196,27
0.630320930480957,0.023459009508293976,0.062223196029663086,0.011827652658839517,gini,4,3,"{'dtc__criterion': 'gini', 'dtc__max_depth': 4, 'featuriser__windows': 3}",0.9844155844155844,0.9864935064935065,0.9838877338877339,0.9781704781704782,0.9807692307692307,0.9827473067473067,0.0029318213238954368,16
0.7441140651702881,0.03139139480899852,0.05380716323852539,0.005082565536581791,gini,4,4,"{'dtc__criterion': 'gini', 'dtc__max_depth': 4, 'featuriser__windows': 4}",0.9833766233766233,0.9792207792207792,0.9818087318087318,0.9797297297297297,0.9823284823284824,0.9812928692928693,0.001575918915241004,19
0.7951982498168946,0.03259165150250839,0.051163768768310545,0.010488256310530573,gini,4,5,"{'dtc__criterion': 'gini', 'dtc__max_depth': 4, 'featuriser__windows': 5}",0.9890909090909091,0.9922077922077922,0.9885654885654885,0.9864864864864865,0.9901247401247402,0.9892950832950833,0.0018779997483244154,8
0.9471910476684571,0.03339187552573187,0.07366642951965333,0.019217655182864793,gini,4,6,"{'dtc__criterion': 'gini', 'dtc__max_depth': 4, 'featuriser__windows': 6}",0.9942857142857143,0.9937662337662337,0.9927234927234927,0.9906444906444907,0.9958419958419958,0.9934523854523855,0.0017273525051437412,3
0.3272055149078369,0.01547952360578952,0.05114932060241699,0.008657188272997066,gini,5,1,"{'dtc__criterion': 'gini', 'dtc__max_depth': 5, 'featuriser__windows': 1}",0.9335064935064935,0.9387012987012987,0.9459459459459459,0.9397089397089398,0.9423076923076923,0.9400340740340741,0.0041136572418614134,31
0.4979084491729736,0.04941616520682841,0.08144283294677734,0.012556741857593388,gini,5,2,"{'dtc__criterion': 'gini', 'dtc__max_depth': 5, 'featuriser__windows': 2}",0.9771428571428571,0.9776623376623377,0.9745322245322245,0.972972972972973,0.9760914760914761,0.9756803736803736,0.001725358475974392,26
