mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_clusters,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.2065903663635254,0.05298649911808519,0.0017287731170654297,0.0004203447885225634,10,{'n_clusters': 10},0.46048632218844987,0.47416413373860183,0.4550989345509893,0.4809741248097412,0.4581430745814307,0.4657733179738425,0.010015844625199864,3
0.2216951847076416,0.05279180607348672,0.0057338237762451175,0.0013680182052306276,50,{'n_clusters': 50},0.47112462006079026,0.4787234042553192,0.4733637747336377,0.4855403348554033,0.4703196347031963,0.4758143537216693,0.00567887595039038,1
0.4484975814819336,0.07353494246057257,0.01118330955505371,0.004097146162817311,100,{'n_clusters': 100},0.47112462006079026,0.47112462006079026,0.4748858447488584,0.4824961948249619,0.4733637747336377,0.4745990108858077,0.004198008561101001,2
0.7901908874511718,0.10666045884604128,0.029306745529174803,0.0007907900784868859,200,{'n_clusters': 200},0.4270516717325228,0.439209726443769,0.4550989345509893,0.4353120243531202,0.4337899543378995,0.4380924622836601,0.009366000682104421,4
