mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_dtc__criterion,param_dtc__max_depth,param_featuriser__windows,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.035639476776123044,0.0042934248241605225,0.007637214660644531,0.003579457324450354,gini,3,1,"{'dtc__criterion': 'gini', 'dtc__max_depth': 3, 'featuriser__windows': 1}",0.837386018237082,0.8571428571428571,0.8645357686453576,0.8249619482496194,0.8158295281582952,0.8399712240866423,0.018509808015901238,36
0.05265607833862305,0.0026516576506546443,0.005253219604492187,0.0007404041984929829,gini,3,2,"{'dtc__criterion': 'gini', 'dtc__max_depth': 3, 'featuriser__windows': 2}",0.9072948328267477,0.9164133738601824,0.9147640791476408,0.91324200913242,0.9101978691019786,0.9123824328137939,0.0032654429612443453,33
0.08070383071899415,0.017241320192200787,0.011097478866577148,0.002186952316342205,gini,3,3,"{'dtc__criterion': 'gini', 'dtc__max_depth': 3, 'featuriser__windows': 3}",0.9300911854103343,0.9316109422492401,0.9360730593607306,0.9223744292237442,0.9223744292237442,0.9285048090935588,0.0053778467773310575,28
0.10491013526916504,0.007336287527977922,0.011595392227172851,0.0034770973377415237,gini,3,4,"{'dtc__criterion': 'gini', 'dtc__max_depth': 3, 'featuriser__windows': 4}",0.9650455927051672,0.9726443768996961,0.9710806697108066,0.9665144596651446,0.9558599695585996,0.9662290137078828,0.005893971362121609,21
0.12571892738342286,0.03308470766411077,0.011764764785766602,0.0023809357998794134,gini,3,5,"{'dtc__criterion': 'gini', 'dtc__max_depth': 3, 'featuriser__windows': 5}",0.9300911854103343,0.9407294832826748,0.9497716894977168,0.9375951293759512,0.9147640791476408,0.9345903133428635,0.01175171666961739,25
0.15251717567443848,0.009691568034040626,0.01621527671813965,0.005234360518469946,gini,3,6,"{'dtc__criterion': 'gini', 'dtc__max_depth': 3, 'featuriser__windows': 6}",0.9787234042553191,0.9848024316109423,0.9878234398782344,0.9802130898021308,0.9863013698630136,0.9835727470819279,0.0035165130017847162,13
0.04238085746765137,0.008003144257458062,0.009962749481201173,0.0051946491706437534,gini,4,1,"{'dtc__criterion': 'gini', 'dtc__max_depth': 4, 'featuriser__windows': 1}",0.9103343465045592,0.9346504559270516,0.9360730593607306,0.9117199391171994,0.882800608828006,0.9151156819475095,0.019490896599071356,32
0.07374248504638672,0.012463828883823283,0.008004426956176758,0.0018903585040696965,gini,4,2,"{'dtc__criterion': 'gini', 'dtc__max_depth': 4, 'featuriser__windows': 2}",0.9346504559270516,0.9361702127659575,0.954337899543379,0.9254185692541856,0.9162861491628614,0.9333726573306871,0.012682403125599153,26
0.09421238899230958,0.012689436151762446,0.006981754302978515,0.0008676726125588261,gini,4,3,"{'dtc__criterion': 'gini', 'dtc__max_depth': 4, 'featuriser__windows': 3}",0.9574468085106383,0.9650455927051672,0.9573820395738204,0.9573820395738204,0.954337899543379,0.9583188759813652,0.003566867473416465,22
0.09925756454467774,0.019364114653689653,0.014618682861328124,0.006736507452723674,gini,4,4,"{'dtc__criterion': 'gini', 'dtc__max_depth': 4, 'featuriser__windows': 4}",0.9787234042553191,0.986322188449848,0.989345509893455,0.9923896499238964,0.9832572298325722,0.9860075964710182,0.004745423338024772,10
