mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_svc__C,param_svc__degree,param_svc__gamma,param_svc__kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.2403402328491211,0.01853616476700482,0.024805355072021484,0.002522243422103615,10,2,0.01,rbf,"{'svc__C': 10, 'svc__degree': 2, 'svc__gamma': 0.01, 'svc__kernel': 'rbf'}",0.9924012158054711,0.9954407294832827,0.9832572298325722,0.984779299847793,0.9908675799086758,0.989349210975559,0.004620023752990604,54
0.2632584571838379,0.028651274186200257,0.015126419067382813,0.0061027475417659485,10,2,0.01,linear,"{'svc__C': 10, 'svc__degree': 2, 'svc__gamma': 0.01, 'svc__kernel': 'linear'}",0.9969604863221885,1.0,0.9969558599695586,1.0,0.9984779299847792,0.9984788552553052,0.001360347189669692,28
0.2519798755645752,0.03514129095508972,0.02613353729248047,0.00945703394952446,10,2,0.01,poly,"{'svc__C': 10, 'svc__degree': 2, 'svc__gamma': 0.01, 'svc__kernel': 'poly'}",0.9954407294832827,0.993920972644377,0.9832572298325722,0.9832572298325722,0.989345509893455,0.9890443343372517,0.00513356281454716,56
0.37983412742614747,0.024880823068110028,0.044506072998046875,0.0006062947058252879,10,2,0.001,rbf,"{'svc__C': 10, 'svc__degree': 2, 'svc__gamma': 0.001, 'svc__kernel': 'rbf'}",0.9802431610942249,0.9832826747720365,0.9802130898021308,0.974124809741248,0.9786910197869102,0.9793109510393101,0.0029912484237901993,65
0.28461613655090334,0.02109326000286599,0.01829953193664551,0.005768062672717002,10,2,0.001,linear,"{'svc__C': 10, 'svc__degree': 2, 'svc__gamma': 0.001, 'svc__kernel': 'linear'}",0.9969604863221885,1.0,0.9969558599695586,1.0,0.9984779299847792,0.9984788552553052,0.001360347189669692,28
0.8709415912628173,0.11862426661400252,0.08658008575439453,0.010321068484144016,10,2,0.001,poly,"{'svc__C': 10, 'svc__degree': 2, 'svc__gamma': 0.001, 'svc__kernel': 'poly'}",0.9194528875379939,0.9224924012158054,0.9315068493150684,0.9254185692541856,0.9193302891933028,0.9236401993032712,0.004527099016271944,74
0.8674582004547119,0.0857623878766383,0.10374588966369629,0.020294406428221404,10,2,0.0001,rbf,"{'svc__C': 10, 'svc__degree': 2, 'svc__gamma': 0.0001, 'svc__kernel': 'rbf'}",0.9148936170212766,0.9179331306990881,0.9254185692541856,0.9223744292237442,0.9193302891933028,0.9199900070783193,0.003627503714832371,78
0.3169898509979248,0.05088294153370848,0.01674938201904297,0.0023037913047246213,10,2,0.0001,linear,"{'svc__C': 10, 'svc__degree': 2, 'svc__gamma': 0.0001, 'svc__kernel': 'linear'}",0.9969604863221885,1.0,0.9969558599695586,1.0,0.9984779299847792,0.9984788552553052,0.001360347189669692,28
4.113918924331665,0.1656600795650346,0.6414032459259034,0.11418615325885884,10,2,0.0001,poly,"{'svc__C': 10, 'svc__degree': 2, 'svc__gamma': 0.0001, 'svc__kernel': 'poly'}",0.31155015197568386,0.31155015197568386,0.3105022831050228,0.3105022831050228,0.3105022831050228,0.3109214306532872,0.0005133488100932072,86
2.2183840751647947,0.08593592759897276,0.3982100009918213,0.056638645329760824,10,2,1e-05,rbf,"{'svc__C': 10, 'svc__degree': 2, 'svc__gamma': 1e-05, 'svc__kernel': 'rbf'}",0.9118541033434651,0.9133738601823708,0.9193302891933028,0.9162861491628614,0.91324200913242,0.914817282202884,0.0026784392309858918,80
0.2480978012084961,0.010794477363603977,0.018632841110229493,0.006689624525246237,10,2,1e-05,linear,"{'svc__C': 10, 'svc__degree': 2, 'svc__gamma': 1e-05, 'svc__kernel': 'linear'}",0.9969604863221885,1.0,0.9969558599695586,1.0,0.9984779299847792,0.9984788552553052,0.001360347189669692,28
3.315248441696167,0.19513291877030825,0.5625184059143067,0.061388116416223396,10,2,1e-05,poly,"{'svc__C': 10, 'svc__degree': 2, 'svc__gamma': 1e-05, 'svc__kernel': 'poly'}",0.31155015197568386,0.31155015197568386,0.3105022831050228,0.3105022831050228,0.3105022831050228,0.3109214306532872,0.0005133488100932072,86
0.32822933197021487,0.01262110827636194,0.03270673751831055,0.006400672834484253,10,3,0.01,rbf,"{'svc__C': 10, 'svc__degree': 3, 'svc__gamma': 0.01, 'svc__kernel': 'rbf'}",0.9924012158054711,0.9954407294832827,0.9832572298325722,0.984779299847793,0.9908675799086758,0.989349210975559,0.004620023752990604,54
0.2943593502044678,0.044172804574031305,0.02194356918334961,0.011202026456578877,10,3,0.01,linear,"{'svc__C': 10, 'svc__degree': 3, 'svc__gamma': 0.01, 'svc__kernel': 'linear'}",0.9969604863221885,1.0,0.9969558599695586,1.0,0.9984779299847792,0.9984788552553052,0.001360347189669692,28
