mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_cnn__batch_size,param_cnn__len_filter,param_cnn__len_input,param_cnn__num_channels,param_cnn__num_classes,param_cnn__num_filter,param_cnn__num_layer,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
72.84091711044312,2.453971927815835,0.5308350563049317,0.2967774396657595,20,0.05,38,2,4,4,1,"{'cnn__batch_size': 20, 'cnn__len_filter': 0.05, 'cnn__len_input': 38, 'cnn__num_channels': 2, 'cnn__num_classes': 4, 'cnn__num_filter': 4, 'cnn__num_layer': 1}",0.9908814430236816,0.9908814430236816,0.9832572340965271,0.9893454909324646,0.9923896789550781,0.9893510580062866,0.0031953746168121395,23
78.50942115783691,2.9957274545773043,0.32041316032409667,0.09789266326987713,20,0.05,38,2,4,4,2,"{'cnn__batch_size': 20, 'cnn__len_filter': 0.05, 'cnn__len_input': 38, 'cnn__num_channels': 2, 'cnn__num_classes': 4, 'cnn__num_filter': 4, 'cnn__num_layer': 2}",0.9848024249076843,0.9772036671638489,0.9756468534469604,0.9847792983055115,0.9573820233345032,0.9759628534317016,0.010027506628281354,36
76.287521982193,2.1288969332219576,0.7213420867919922,0.5417539294223844,20,0.05,38,2,4,8,1,"{'cnn__batch_size': 20, 'cnn__len_filter': 0.05, 'cnn__len_input': 38, 'cnn__num_channels': 2, 'cnn__num_classes': 4, 'cnn__num_filter': 8, 'cnn__num_layer': 1}",0.9863221645355225,0.9817629456520081,0.9832572340965271,0.9863013625144958,0.990867555141449,0.9857022523880005,0.0031279331372320576,33
76.81118283271789,1.4063980802827918,0.4977231979370117,0.15191998794207476,20,0.05,38,2,4,8,2,"{'cnn__batch_size': 20, 'cnn__len_filter': 0.05, 'cnn__len_input': 38, 'cnn__num_channels': 2, 'cnn__num_classes': 4, 'cnn__num_filter': 8, 'cnn__num_layer': 2}",0.9863221645355225,0.9832826852798462,0.9863013625144958,0.9893454909324646,0.9893454909324646,0.9869194388389587,0.0022687524724805466,30
83.04060883522034,6.557944260934803,0.8819271564483643,0.41495399364107827,20,0.05,38,2,4,16,1,"{'cnn__batch_size': 20, 'cnn__len_filter': 0.05, 'cnn__len_input': 38, 'cnn__num_channels': 2, 'cnn__num_classes': 4, 'cnn__num_filter': 16, 'cnn__num_layer': 1}",0.9893617033958435,0.9863221645355225,0.9847792983055115,0.9969558715820312,0.9878234267234802,0.9890484929084777,0.00423755623937114,25
85.71651873588561,1.4367640851191166,0.626368522644043,0.12096354516341404,20,0.05,38,2,4,16,2,"{'cnn__batch_size': 20, 'cnn__len_filter': 0.05, 'cnn__len_input': 38, 'cnn__num_channels': 2, 'cnn__num_classes': 4, 'cnn__num_filter': 16, 'cnn__num_layer': 2}",0.9878419637680054,0.9863221645355225,0.9863013625144958,0.9863013625144958,0.990867555141449,0.9875268816947937,0.00177282338355773,28
87.5258378982544,5.347382128941156,1.0678987979888916,0.6098626971657046,20,0.1,38,2,4,4,1,"{'cnn__batch_size': 20, 'cnn__len_filter': 0.1, 'cnn__len_input': 38, 'cnn__num_channels': 2, 'cnn__num_classes': 4, 'cnn__num_filter': 4, 'cnn__num_layer': 1}",0.9848024249076843,0.9908814430236816,0.9923896789550781,0.990867555141449,0.990867555141449,0.9899617314338685,0.0026457617271304253,19
92.80773410797119,9.596021371640061,0.8910628318786621,0.6237201653949738,20,0.1,38,2,4,4,2,"{'cnn__batch_size': 20, 'cnn__len_filter': 0.1, 'cnn__len_input': 38, 'cnn__num_channels': 2, 'cnn__num_classes': 4, 'cnn__num_filter': 4, 'cnn__num_layer': 2}",0.9848024249076843,0.9908814430236816,0.9847792983055115,0.990867555141449,0.9878234267234802,0.9878308296203613,0.00272070128088691,27
79.20236296653748,3.077568997923023,0.9010331153869628,0.2654174099276198,20,0.1,38,2,4,8,1,"{'cnn__batch_size': 20, 'cnn__len_filter': 0.1, 'cnn__len_input': 38, 'cnn__num_channels': 2, 'cnn__num_classes': 4, 'cnn__num_filter': 8, 'cnn__num_layer': 1}",0.9863221645355225,0.9924012422561646,0.9923896789550781,0.990867555141449,0.9817351698875427,0.9887431621551513,0.004151261626419576,26
103.71951732635497,8.52187348403538,1.7465132236480714,0.5174034742350138,20,0.1,38,2,4,8,2,"{'cnn__batch_size': 20, 'cnn__len_filter': 0.1, 'cnn__len_input': 38, 'cnn__num_channels': 2, 'cnn__num_classes': 4, 'cnn__num_filter': 8, 'cnn__num_layer': 2}",0.9954407215118408,0.996960461139679,0.9847792983055115,0.9923896789550781,0.9954338073730469,0.9930007934570313,0.004370771493595558,8
86.88840494155883,1.095388459485544,0.8319469451904297,0.32897242318900566,20,0.1,38,2,4,16,1,"{'cnn__batch_size': 20, 'cnn__len_filter': 0.1, 'cnn__len_input': 38, 'cnn__num_channels': 2, 'cnn__num_classes': 4, 'cnn__num_filter': 16, 'cnn__num_layer': 1}",0.9908814430236816,0.9924012422561646,0.9863013625144958,0.9954338073730469,0.9954338073730469,0.9920903325080872,0.0033890382290228337,10
107.88639388084411,8.93161300692538,1.943807888031006,0.7487749976223729,20,0.1,38,2,4,16,2,"{'cnn__batch_size': 20, 'cnn__len_filter': 0.1, 'cnn__len_input': 38, 'cnn__num_channels': 2, 'cnn__num_classes': 4, 'cnn__num_filter': 16, 'cnn__num_layer': 2}",0.9939209818840027,0.996960461139679,0.9878234267234802,0.990867555141449,0.9984779357910156,0.9936100721359253,0.0038993469326756595,5
89.2954493522644,1.1678511813943209,1.1029361248016358,0.3975549946924728,20,0.2,38,2,4,4,1,"{'cnn__batch_size': 20, 'cnn__len_filter': 0.2, 'cnn__len_input': 38, 'cnn__num_channels': 2, 'cnn__num_classes': 4, 'cnn__num_filter': 4, 'cnn__num_layer': 1}",0.9954407215118408,0.9954407215118408,0.9878234267234802,0.9923896789550781,0.9923896789550781,0.9926968455314636,0.0027927271359975345,9
108.28368501663208,6.231224102346806,1.9089474201202392,0.48198366723527253,20,0.2,38,2,4,4,2,"{'cnn__batch_size': 20, 'cnn__len_filter': 0.2, 'cnn__len_input': 38, 'cnn__num_channels': 2, 'cnn__num_classes': 4, 'cnn__num_filter': 4, 'cnn__num_layer': 2}",0.9939209818840027,0.9908814430236816,0.9878234267234802,0.990867555141449,0.9939117431640625,0.9914810299873352,0.002279282753624393,13
84.21436910629272,2.0378489508649023,2.044997978210449,0.4603109176066467,20,0.2,38,2,4,8,1,"{'cnn__batch_size': 20, 'cnn__len_filter': 0.2, 'cnn__len_input': 38, 'cnn__num_channels': 2, 'cnn__num_classes': 4, 'cnn__num_filter': 8, 'cnn__num_layer': 1}",0.9893617033958435,0.9878419637680054,0.9832572340965271,0.9984779357910156,0.9939117431640625,0.9905701160430909,0.005216922527846121,18
111.54266080856323,5.248575072481233,2.2425732612609863,0.44213945022594814,20,0.2,38,2,4,8,2,"{'cnn__batch_size': 20, 'cnn__len_filter': 0.2, 'cnn__len_input': 38, 'cnn__num_channels': 2, 'cnn__num_classes': 4, 'cnn__num_filter': 8, 'cnn__num_layer': 2}",0.9984802603721619,0.996960461139679,0.990867555141449,0.9878234267234802,0.9984779357910156,0.9945219278335571,0.004370107482093426,2
91.2934443473816,7.515674773599875,1.5255882740020752,0.6538816401435886,20,0.2,38,2,4,16,1,"{'cnn__batch_size': 20, 'cnn__len_filter': 0.2, 'cnn__len_input': 38, 'cnn__num_channels': 2, 'cnn__num_classes': 4, 'cnn__num_filter': 16, 'cnn__num_layer': 1}",0.9908814430236816,0.9984802603721619,0.9893454909324646,0.9923896789550781,0.9969558715820312,0.9936105489730835,0.003522343976445905,4
114.95014925003052,3.5952128726330996,0.84547438621521,0.48284530429501976,20,0.2,38,2,4,16,2,"{'cnn__batch_size': 20, 'cnn__len_filter': 0.2, 'cnn__len_input': 38, 'cnn__num_channels': 2, 'cnn__num_classes': 4, 'cnn__num_filter': 16, 'cnn__num_layer': 2}",0.9954407215118408,0.9924012422561646,0.9878234267234802,0.9954338073730469,0.9969558715820312,0.9936110138893127,0.0032501751232602363,3
38.77269320487976,7.749128471756329,0.5032925605773926,0.2059860415502537,30,0.05,38,2,4,4,1,"{'cnn__batch_size': 30, 'cnn__len_filter': 0.05, 'cnn__len_input': 38, 'cnn__num_channels': 2, 'cnn__num_classes': 4, 'cnn__num_filter': 4, 'cnn__num_layer': 1}",0.9908814430236816,0.9924012422561646,0.978691041469574,0.9939117431640625,0.990867555141449,0.9893506050109864,0.005447591513062387,24
