mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_dtc__criterion,param_dtc__max_depth,param_featuriser__windows,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1.5259499073028564,0.04477848593565706,0.3784067630767822,0.050022381784137544,gini,3,1,"{'dtc__criterion': 'gini', 'dtc__max_depth': 3, 'featuriser__windows': 1}",0.9272727272727272,0.9288311688311688,0.933991683991684,0.932952182952183,0.9298336798336798,0.9305762885762885,0.0025227060028748583,36
1.8639440536499023,0.1486108283660947,0.40779738426208495,0.04162704576809776,gini,3,2,"{'dtc__criterion': 'gini', 'dtc__max_depth': 3, 'featuriser__windows': 2}",0.9693506493506493,0.9714285714285714,0.974012474012474,0.9682952182952183,0.9698544698544699,0.9705882765882766,0.0019879403037197678,28
2.340732383728027,0.19884559279206604,0.42570910453796384,0.088066796147403,gini,3,3,"{'dtc__criterion': 'gini', 'dtc__max_depth': 3, 'featuriser__windows': 3}",0.9797402597402597,0.9807792207792208,0.9786902286902287,0.9719334719334719,0.9766112266112266,0.9775508815508814,0.0031289584576558818,22
2.526337909698486,0.2009849608857105,0.4409970760345459,0.06592607900595669,gini,3,4,"{'dtc__criterion': 'gini', 'dtc__max_depth': 3, 'featuriser__windows': 4}",0.9776623376623377,0.9714285714285714,0.9734927234927235,0.9693347193347194,0.974012474012474,0.9731861651861653,0.002783366855861862,27
2.4961194515228273,0.1564085906697945,0.5505105495452881,0.06962184338746118,gini,3,5,"{'dtc__criterion': 'gini', 'dtc__max_depth': 3, 'featuriser__windows': 5}",0.9854545454545455,0.9880519480519481,0.9838877338877339,0.9802494802494802,0.9844074844074844,0.9844102384102384,0.002527352502133218,12
2.7315513134002685,0.32470208523632915,0.5249377250671386,0.06605410388748588,gini,3,6,"{'dtc__criterion': 'gini', 'dtc__max_depth': 3, 'featuriser__windows': 6}",0.9890909090909091,0.9901298701298701,0.9901247401247402,0.987006237006237,0.9896049896049897,0.9891913491913492,0.00115826957602083,7
1.890331220626831,0.17594959426077864,0.3406188488006592,0.035134176953535656,gini,4,1,"{'dtc__criterion': 'gini', 'dtc__max_depth': 4, 'featuriser__windows': 1}",0.9298701298701298,0.9345454545454546,0.9381496881496881,0.9303534303534303,0.9303534303534303,0.9326544266544265,0.0032284783388894546,34
2.2810790061950685,0.1104378176379148,0.433929967880249,0.07293884819382368,gini,4,2,"{'dtc__criterion': 'gini', 'dtc__max_depth': 4, 'featuriser__windows': 2}",0.9771428571428571,0.9771428571428571,0.9766112266112266,0.9708939708939709,0.9755717255717256,0.9754725274725274,0.0023600702849520907,25
2.3236241340637207,0.18138822375533936,0.39580492973327636,0.029607738328545123,gini,4,3,"{'dtc__criterion': 'gini', 'dtc__max_depth': 4, 'featuriser__windows': 3}",0.9854545454545455,0.9864935064935065,0.9818087318087318,0.9745322245322245,0.9812889812889813,0.981915597915598,0.004204751310386089,19
2.223638963699341,0.1603985635430896,0.40482802391052247,0.04402041364191968,gini,4,4,"{'dtc__criterion': 'gini', 'dtc__max_depth': 4, 'featuriser__windows': 4}",0.9833766233766233,0.9818181818181818,0.9802494802494802,0.9812889812889813,0.9838877338877339,0.9821242001242002,0.0013404795897980857,18
2.2187561988830566,0.21598491366081465,0.3909413814544678,0.08675747585744656,gini,4,5,"{'dtc__criterion': 'gini', 'dtc__max_depth': 4, 'featuriser__windows': 5}",0.9890909090909091,0.9922077922077922,0.9875259875259875,0.9844074844074844,0.989085239085239,0.9884634824634825,0.0025349602726245602,9
2.455318832397461,0.2848988713885048,0.4779229164123535,0.07528316319403205,gini,4,6,"{'dtc__criterion': 'gini', 'dtc__max_depth': 4, 'featuriser__windows': 6}",0.9948051948051948,0.9942857142857143,0.9932432432432432,0.9901247401247402,0.9948024948024948,0.9934522774522774,0.001758652278233692,3
1.522016429901123,0.22463500999616295,0.29123458862304685,0.02040235256775185,gini,5,1,"{'dtc__criterion': 'gini', 'dtc__max_depth': 5, 'featuriser__windows': 1}",0.9387012987012987,0.9438961038961039,0.9475051975051975,0.9397089397089398,0.9417879417879418,0.9423198963198963,0.0031485265594961924,31
1.7905491828918456,0.1091861518987206,0.3724414348602295,0.038327638026853905,gini,5,2,"{'dtc__criterion': 'gini', 'dtc__max_depth': 5, 'featuriser__windows': 2}",0.9761038961038961,0.974025974025974,0.9766112266112266,0.974012474012474,0.9797297297297297,0.9760966600966601,0.0021021702335108157,24
1.9483790874481202,0.07359058474306056,0.35286641120910645,0.025094510369695223,gini,5,3,"{'dtc__criterion': 'gini', 'dtc__max_depth': 5, 'featuriser__windows': 3}",0.9849350649350649,0.985974025974026,0.9833679833679834,0.9766112266112266,0.9812889812889813,0.9824354564354565,0.0033128592429328683,17
2.095747232437134,0.15100999791368316,0.4034820556640625,0.03816735448219975,gini,5,4,"{'dtc__criterion': 'gini', 'dtc__max_depth': 5, 'featuriser__windows': 4}",0.9864935064935065,0.9844155844155844,0.9844074844074844,0.9828482328482329,0.9864864864864865,0.9849302589302591,0.0013956075963333018,11
2.179360198974609,0.1067464523585057,0.45513548851013186,0.06878605872113185,gini,5,5,"{'dtc__criterion': 'gini', 'dtc__max_depth': 5, 'featuriser__windows': 5}",0.9922077922077922,0.9948051948051948,0.9885654885654885,0.9864864864864865,0.9906444906444907,0.9905418905418906,0.0028745081390710646,5
